norm,Synsets,domain_x,ngrams_last_mean,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,kbnc_1m_sum,childes_1m_rel_sum,childes_2_4m_rel_sum,childes_5_7m_rel_sum,bnc_1m_sum,bnc_5_7m_sum,bnc_2_4m_sum,bnc_100m_sum,cabnc_per_100k_2_4m,cabnc_per_100k_1m
pomelo,Synset('pomelo.n.02'),fruit,-17.62669673,1,0,1.3401360544217686,1.0012706480304956,1.110127193688617,6,2,2,b,0,0.0,0.0,0.0,0,0,0,7,0,0
prickly_pear,Synset('prickly_pear.n.02'),fruit,-15.50748141,1,0,1.3401360544217686,0.8761118170266836,1.0942682337787797,12,1,2,b,0,0.0,0.0,0.0,0,0,0,0,0,0
prima,Synset('prima.n.01'),fruit,-14.36681699,1,0,0.0,1.1264294790343077,0.4916277572049589,5,1,2,nb,86,6.9e-05,6.166666666666667e-05,6.649122807017544e-05,162,955,385,16687,128,48
pulasan,Synset('pulasan.n.02'),fruit,-21.74689469,1,0,1.3401360544217686,0.8761118170266836,1.0149734342295926,7,2,2,b,0,0.0,0.0,0.0,0,0,0,0,0,0
quandong,Synset('quandong.n.04'),fruit,-19.80748529,1,0,1.3401360544217686,0.8761118170266836,0.7612300756721945,8,4,4,b,0,0.0,0.0,0.0,0,0,0,0,0,0
quince,Synset('quince.n.02'),fruit,-14.89510526,2,0,1.3401360544217686,0.8761118170266836,0.903960714860731,6,1,2,b,2,0.0,0.0,0.0,2,2,2,104,0,0
raisin,Synset('raisin.n.01'),fruit,-14.71881987,1,3,0.0,1.0012706480304956,0.1744485590082112,6,1,1,b,0,4e-06,1.6666666666666667e-06,2.631578947368421e-06,0,0,0,23,2,0
rambutan,Synset('rambutan.n.02'),fruit,-18.63655906,1,0,1.3401360544217686,0.8761118170266836,1.110127193688617,8,2,2,b,0,0.0,0.0,0.0,0,0,0,4,0,0
red_currant,Synset('red_currant.n.02'),fruit,-17.30163412,1,0,1.3401360544217686,1.1264294790343077,0.8246659153115441,11,1,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
red_delicious,Synset('red_delicious.n.01'),fruit,-17.72971732,1,0,0.0,1.2515883100381195,1.2052809531476414,13,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
ribier,Synset('ribier.n.01'),fruit,-23.02585093,1,0,0.0,1.1264294790343077,0.7136531959426824,6,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
rome_beauty,Synset('rome_beauty.n.01'),fruit,-18.52604878,1,0,0.0,1.1264294790343077,0.6502173563033328,11,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sapodilla,Synset('sapodilla.n.02'),fruit,-18.53118295,1,0,1.3401360544217686,0.8761118170266836,1.110127193688617,6,3,2,b,0,0.0,0.0,0.0,0,0,0,2,0,0
saskatoon,Synset('saskatoon.n.02'),fruit,-18.60984888,1,0,1.3401360544217686,1.0012706480304956,0.4440508774754468,9,4,2,nb,0,0.0,0.0,0.0,0,1,0,12,0,0
satsuma,Synset('satsuma.n.02'),fruit,-17.88466235,1,0,1.3401360544217686,1.1264294790343077,1.0625503139591048,7,1,2,nb,0,6e-06,2.5e-06,4.912280701754386e-06,0,4,4,32,4,0
scuppernong,Synset('scuppernong.n.01'),fruit,-18.33151265,1,0,0.0,1.1264294790343077,0.903960714860731,11,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
seckel,Synset('seckel.n.01'),fruit,-20.66181278,1,0,0.0,1.0012706480304956,0.6026404765738207,6,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
seeded_raisin,Synset('seeded_raisin.n.01'),fruit,-21.79507439,1,0,0.0,1.1264294790343077,0.5074867171147963,13,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
seedless_raisin,Synset('seedless_raisin.n.01'),fruit,-16.83751992,1,0,0.0,1.1264294790343077,0.3171791981967477,7,2,2,nb,0,0.0,0.0,1.7543859649122808e-07,0,2,1,18,1,0
slipskin_grape,Synset('slipskin_grape.n.01'),fruit,-23.02585093,1,3,0.0,1.0012706480304956,0.7295121558525197,14,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sloe,Synset('sloe.n.03'),fruit,-16.01262916,1,0,2.6802721088435373,1.0012706480304956,1.0466913540492675,4,1,3,nb,0,0.0,0.0,0.0,3,11,4,104,0,0
sour_cherry,Synset('sour_cherry.n.03'),fruit,-17.61849174,1,2,0.0,1.0012706480304956,0.6502173563033328,11,1,3,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sour_gourd,Synset('sour_gourd.n.02'),fruit,-20.09032626,1,0,1.3401360544217686,0.8761118170266836,0.6502173563033328,10,2,3,b,0,0.0,0.0,0.0,0,0,0,0,0,0
stayman_winesap,Synset('stayman_winesap.n.01'),fruit,-19.27507644,1,0,0.0,1.1264294790343077,0.983255514409918,15,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
stayman,Synset('stayman.n.01'),fruit,-17.5637546,1,0,0.0,1.1264294790343077,0.697794236032845,7,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sugarberry,Synset('sugarberry.n.02'),fruit,-17.52424064,1,0,0.0,1.0012706480304956,1.2528578328771536,9,2,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sultana,Synset('sultana.n.01'),fruit,-16.14688665,1,0,0.0,1.1264294790343077,0.8246659153115441,7,1,2,nb,0,0.0,0.0,3.5087719298245616e-07,0,4,2,36,2,0
sweet_calabash,Synset('sweet_calabash.n.02'),fruit,-21.94922508,1,0,1.3401360544217686,1.0012706480304956,0.697794236032845,14,1,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sweet_cherry,Synset('sweet_cherry.n.02'),fruit,-17.02863603,1,3,1.3401360544217686,1.0012706480304956,1.110127193688617,12,2,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sweet_orange,Synset('sweet_orange.n.01'),fruit,-16.76650564,1,3,1.3401360544217686,1.1264294790343077,0.8088069554017067,12,1,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
tamarind,Synset('tamarind.n.02'),fruit,-15.71982173,1,0,1.3401360544217686,0.8761118170266836,2.077523748188697,8,2,2,b,0,0.0,0.0,0.0,0,0,0,22,0,0
tangerine,Synset('tangerine.n.02'),fruit,-15.8127566,1,0,1.3401360544217686,1.1264294790343077,1.316293672516503,9,1,4,nb,0,4e-06,1.6666666666666667e-06,2.1052631578947366e-06,0,0,0,168,0,0
temple_orange,Synset('temple_orange.n.02'),fruit,-21.79507439,1,0,1.3401360544217686,1.1264294790343077,0.9673965545000806,13,1,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
thompson_seedless,Synset('thompson_seedless.n.01'),fruit,-19.04050417,1,0,0.0,1.1264294790343077,0.6343583963934954,17,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
tokay,Synset('tokay.n.02'),fruit,-16.02517871,1,1,1.3401360544217686,1.1264294790343077,1.316293672516503,5,1,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
valencia_orange,Synset('valencia_orange.n.01'),fruit,-18.50454258,1,0,0.0,1.2515883100381195,1.141845113508292,15,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
victoria_plum,Synset('victoria_plum.n.01'),fruit,-20.85061276,1,0,0.0,1.0012706480304956,0.5392046369344711,13,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
vinifera_grape,Synset('vinifera_grape.n.02'),fruit,-20.30699731,1,7,1.3401360544217686,1.0012706480304956,1.0466913540492675,14,1,2,nb,0,0.0,0.0,0.0,0,0,0,3,0,0
windfall,Synset('windfall.n.01'),fruit,-14.1072524,1,0,0.0,0.8761118170266836,0.5550635968443085,8,1,2,nb,11,4.3e-05,4.875e-05,5.403508771929824e-05,22,127,49,2341,98,48
winesap,Synset('winesap.n.01'),fruit,-17.64543267,1,0,0.0,1.1264294790343077,0.4757687972951215,7,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
winter_melon,Synset('winter_melon.n.02'),fruit,-18.8065106,1,3,1.3401360544217686,1.1264294790343077,1.5383191112542265,12,1,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
wintergreen,Synset('wintergreen.n.03'),fruit,-17.58801161,1,0,1.3401360544217686,1.0012706480304956,0.8246659153115441,8,5,3,nb,0,0.0,0.0,0.0,0,0,0,11,0,0
accordion,Synset('accordion.n.01'),music,-15.38117787,2,0,3.9047619047619047,0.8929219600725952,1.54406544219787,9,3,1,b,0,1e-06,8.333333333333333e-07,5.263157894736842e-07,0,4,1,77,0,0
acoustic_guitar,Synset('acoustic_guitar.n.01'),music,-15.77648118,1,0,0.0,0.9921355111917723,0.5315635128877914,15,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
aeolian_harp,Synset('aeolian_harp.n.01'),music,-19.20124217,1,0,0.0,1.0913490623109496,0.9618768328445748,9,3,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
amati,Synset('amati.n.02'),music,-16.14635857,1,0,0.0,1.0913490623109496,0.6960950764006791,5,1,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
b-flat_clarinet,Synset('b-flat_clarinet.n.01'),music,-19.34743888,1,0,0.0,1.2897761645493042,0.5189072387714153,14,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
baby_grand,Synset('baby_grand.n.01'),music,-18.13021811,1,0,0.0,1.0913490623109496,0.2404692082111436,10,6,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
bagpipe,Synset('bagpipe.n.01'),music,-15.28119441,1,1,7.809523809523809,0.9921355111917723,1.2150023151720943,7,1,1,b,0,0.0,0.0,0.0,0,1,0,22,0,0
balalaika,Synset('balalaika.n.01'),music,-17.5024894,1,0,0.0,0.9921355111917723,0.8353140916808149,9,1,1,b,0,0.0,0.0,0.0,1,1,1,6,0,0
bandoneon,Synset('bandoneon.n.01'),music,-18.36008601,1,0,0.0,1.0913490623109496,0.5695323352369193,9,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
banjo,Synset('banjo.n.01'),music,-14.11782136,1,0,3.9047619047619047,0.8929219600725952,0.9998456551937028,5,1,1,b,0,9e-06,1.4166666666666666e-05,1.087719298245614e-05,0,6,2,42,0,0
baritone,Synset('baritone.n.03'),music,-14.89071921,1,0,0.0,0.9921355111917723,0.4935946905386633,8,2,4,b,4,0.0,0.0,0.0,4,8,4,300,0,0
bass_clarinet,Synset('bass_clarinet.n.01'),music,-17.00639286,1,0,0.0,1.2897761645493042,0.8479703657971909,13,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
bass_drum,Synset('bass_drum.n.01'),music,-16.40828838,1,0,0.0,0.9921355111917723,0.9492205587281988,9,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
bass_horn,Synset('bass_horn.n.01'),music,-16.4423387,2,2,0.0,0.8929219600725952,0.4050007717240315,4,3,1,b,1,1e-06,8.333333333333333e-07,7.017543859649123e-07,3,4,3,55,0,1
bass,Synset('bass.n.07'),music,-11.95208266,1,6,0.0,0.793708408953418,0.8479703657971909,4,1,9,nb,201,1.1e-05,1.0833333333333334e-05,1.0175438596491228e-05,181,1320,534,24327,229,79
basset_horn,Synset('basset_horn.n.01'),music,-18.00441229,1,0,0.0,1.2897761645493042,0.8479703657971909,11,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
beating-reed_instrument,Synset('beating-reed_instrument.n.01'),music,-13.96592817,1,21,0.0,0.9921355111917723,0.772032721098935,4,3,5,nb,13,0.0,0.0,0.0,5,48,17,846,5,3
bones,Synset('bones.n.01'),music,-12.05775903,1,0,0.0,0.8929219600725952,2.5692236456243247,5,4,6,b,253,0.000202,0.00019083333333333333,0.0002219298245614035,110,797,359,15262,268,84
bongo,Synset('bongo.n.01'),music,-16.86627749,1,0,0.0,0.9921355111917723,0.4429695940731594,5,2,2,nb,2,0.0,0.0,0.0,0,0,0,104,0,0
bowed_stringed_instrument,Synset('bowed_stringed_instrument.n.01'),music,-11.30728351,1,11,3.9047619047619047,0.8929219600725952,0.5948448834696712,6,2,17,nb,45,4e-05,4.3333333333333334e-05,4.3157894736842105e-05,25,137,59,2388,31,12
brass,Synset('brass.n.02'),music,-12.17014688,1,13,3.9047619047619047,0.8929219600725952,1.8098471986417657,5,2,7,nb,1030,0.000253,0.00025125,0.00026157894736842107,619,3693,1512,64028,498,218
bugle,Synset('bugle.n.01'),music,-13.68288737,1,0,0.0,0.9921355111917723,0.8985954622626948,5,1,4,b,0,0.0,0.0,0.0,8,24,12,148,0,0
cello,Synset('cello.n.01'),music,-14.43586715,1,0,0.0,0.9921355111917723,0.9239080104954468,5,2,1,b,0,0.0,8.333333333333333e-07,7.017543859649123e-07,4,11,5,173,13,5
chanter,Synset('chanter.n.01'),music,-16.40075592,1,0,3.9047619047619047,0.9921355111917723,0.7214076246334311,7,2,1,nb,0,0.0,0.0,0.0,0,2,0,18,0,0
chordophone,Synset('chordophone.n.01'),music,-18.19563658,1,8,0.0,0.8929219600725952,0.9745331069609507,11,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
cittern,Synset('cittern.n.01'),music,-15.31133971,1,0,0.0,0.9921355111917723,1.2403148634048464,6,5,2,nb,0,0.0,0.0,0.0,0,0,0,2,0,0
clarinet,Synset('clarinet.n.01'),music,-14.06837004,1,3,0.0,1.190562613430127,0.5695323352369193,8,1,1,b,1,0.0,0.0,1.0526315789473683e-06,1,12,3,220,2,2
clarion,Synset('clarion.n.01'),music,-14.71439654,1,0,0.0,0.9921355111917723,0.6581262540515511,7,1,4,b,0,0.0,0.0,0.0,0,12,0,304,0,0
concert_grand,Synset('concert_grand.n.01'),music,-18.15748824,1,0,0.0,1.0913490623109496,0.5948448834696712,13,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
concertina,Synset('concertina.n.02'),music,-15.37626011,1,1,0.0,0.9921355111917723,1.3289087822194785,10,1,3,b,3,0.0,0.0,0.0,3,15,6,114,0,0
contrabassoon,Synset('contrabassoon.n.01'),music,-19.22221505,1,0,0.0,1.2897761645493042,0.772032721098935,13,3,1,nb,0,0.0,0.0,0.0,0,0,0,1,0,0
cornet,Synset('cornet.n.01'),music,-12.48279691,1,1,0.0,0.9921355111917723,1.493440345732366,4,4,12,b,20,3.7e-05,3.3333333333333335e-05,3.771929824561403e-05,20,90,39,1402,11,4
diapason,Synset('diapason.n.01'),music,-16.65324754,1,0,0.0,1.0913490623109496,0.5568760611205432,8,2,1,nb,0,0.0,0.0,0.0,0,1,1,5,0,0
double-reed_instrument,Synset('double-reed_instrument.n.01'),music,-18.79472405,1,12,3.9047619047619047,1.0913490623109496,0.810001543448063,11,2,2,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
drone,Synset('drone.n.05'),music,-14.79894201,1,0,3.9047619047619047,0.9921355111917723,0.8985954622626948,5,3,7,nb,18,8.1e-05,9.375e-05,8.666666666666667e-05,15,79,46,1687,52,23
drum,Synset('drum.n.01'),music,-12.90803908,1,8,3.9047619047619047,0.8929219600725952,1.41750270103411,4,3,9,b,273,0.000291,0.00032166666666666666,0.0003585964912280702,142,924,412,15798,384,171
dulciana,Synset('dulciana.n.01'),music,-20.55731062,1,0,0.0,1.0913490623109496,0.7214076246334311,8,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
dulcimer,Synset('dulcimer.n.01'),music,-15.96924235,1,0,0.0,0.8929219600725952,1.4301589751504862,8,1,2,b,0,0.0,0.0,0.0,0,2,2,36,0,0
electric_guitar,Synset('electric_guitar.n.01'),music,-15.35732271,1,0,0.0,0.9921355111917723,0.6707825281679272,15,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
electronic_instrument,Synset('electronic_instrument.n.01'),music,-18.49117414,1,3,0.0,0.793708408953418,0.7214076246334311,21,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
euphonium,Synset('euphonium.n.01'),music,-18.11307502,1,0,0.0,0.9921355111917723,0.9112517363790708,9,1,1,nb,0,0.0,0.0,0.0,0,1,1,11,0,0
fife,Synset('fife.n.01'),music,-14.41845731,1,0,0.0,1.0913490623109496,1.569377990430622,4,1,1,nb,0,0.0,0.0,0.0,3,23,11,365,0,0
flageolet,Synset('flageolet.n.02'),music,-17.18608892,1,1,0.0,1.0913490623109496,0.7973452693316869,9,3,2,nb,0,0.0,0.0,0.0,0,1,1,32,0,0
flue_pipe,Synset('flue_pipe.n.01'),music,-14.74045914,1,0,0.0,0.9921355111917723,1.1390646704738383,4,3,3,nb,0,0.0,0.0,0.0,0,4,1,154,0,0
flue_stop,Synset('flue_stop.n.01'),music,-23.04783735,1,0,0.0,1.0913490623109496,0.5315635128877914,9,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
flugelhorn,Synset('flugelhorn.n.01'),music,-19.06783203,1,0,0.0,0.9921355111917723,0.759376446982559,10,2,1,b,0,0.0,0.0,0.0,0,0,0,4,0,0
flute,Synset('flute.n.01'),music,-13.46889965,1,3,0.0,0.9921355111917723,2.0882852292020373,5,2,4,b,8,4.4e-05,4.1666666666666665e-05,3.929824561403509e-05,9,63,13,1392,12,4
free-reed_instrument,Synset('free-reed_instrument.n.01'),music,-22.03274794,1,6,3.9047619047619047,0.8929219600725952,0.4303133199567834,20,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
french_horn,Synset('french_horn.n.01'),music,-12.32889419,1,0,0.0,0.9921355111917723,1.4428152492668622,4,2,12,b,13,2e-05,2.25e-05,2.456140350877193e-05,13,57,27,894,6,2
glockenspiel,Synset('glockenspiel.n.01'),music,-18.03397839,1,0,0.0,0.8929219600725952,1.468127797499614,12,2,1,b,3,0.0,4.1666666666666667e-07,5.263157894736842e-07,0,1,1,17,0,0
gong,Synset('gong.n.01'),music,-14.32166447,1,0,0.0,0.8929219600725952,1.1896897669393425,4,2,3,b,45,3.9e-05,4.1666666666666665e-05,2.8596491228070175e-05,31,187,80,3289,50,19
grand_piano,Synset('grand_piano.n.01'),music,-11.02018349,1,2,3.9047619047619047,0.9921355111917723,1.1517209445902146,5,2,10,nb,40,3e-06,4.583333333333333e-06,4.210526315789473e-06,51,273,123,4899,93,32
guarnerius,Synset('guarnerius.n.03'),music,-17.37564012,1,0,0.0,1.0913490623109496,0.6075011575860472,10,1,3,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
guitar,Synset('guitar.n.01'),music,-12.05229566,1,6,3.9047619047619047,0.8929219600725952,1.0251582034264546,6,1,1,b,0,1.1e-05,1.25e-05,1.0526315789473684e-05,18,127,52,2465,17,6
harmonica,Synset('harmonica.n.01'),music,-13.99401767,1,0,0.0,0.9921355111917723,1.6832844574780057,4,4,5,b,2,0.0,0.0,0.0,2,16,6,292,0,0
harmonium,Synset('harmonium.n.01'),music,-12.06153174,1,0,0.0,0.9921355111917723,0.9365642846118228,5,3,6,b,9,0.0,0.0,0.0,10,58,23,1244,25,10
harp,Synset('harp.n.01'),music,-12.73653956,1,3,0.0,0.9921355111917723,2.392035807995061,4,1,5,b,14,0.0,0.0,1.7543859649122808e-07,12,84,34,1619,0,0
hawaiian_guitar,Synset('hawaiian_guitar.n.01'),music,-17.49004452,1,0,0.0,0.9921355111917723,1.3415650563358543,12,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
heckelphone,Synset('heckelphone.n.01'),music,-21.44151305,1,0,0.0,1.2897761645493042,0.6201574317024232,11,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
helicon,Synset('helicon.n.01'),music,-18.00752583,1,0,0.0,0.9921355111917723,0.6454699799351752,7,2,2,nb,0,0.0,0.0,0.0,0,0,0,5,0,0
jew,Synset('jew's_harp.n.01'),music,-19.98555526,1,0,0.0,0.793708408953418,1.9364099398055248,9,3,1,b,0,0.0,0.0,0.0,0,0,0,0,0,0
keyboard_instrument,Synset('keyboard_instrument.n.01'),music,-17.5547759,1,16,0.0,0.793708408953418,0.734063898749807,19,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
koto,Synset('koto.n.01'),music,-15.50161886,1,0,0.0,0.8929219600725952,1.961722488038277,4,1,1,b,0,0.0,0.0,0.0,0,0,0,1,0,0
lagerphone,Synset('lagerphone.n.01'),music,-23.69280483,1,0,0.0,0.8929219600725952,2.252816792714925,10,1,1,b,0,0.0,0.0,0.0,0,0,0,0,0,0
lute,Synset('lute.n.02'),music,-13.55757087,1,0,3.9047619047619047,0.9921355111917723,1.518752893965118,4,1,2,b,0,0.0,0.0,0.0,2,4,2,188,0,0
lyre,Synset('lyre.n.01'),music,-13.6088307,1,1,0.0,1.0913490623109496,0.5948448834696712,4,1,1,nb,0,0.0,0.0,0.0,0,2,0,37,0,0
mandola,Synset('mandola.n.01'),music,-18.82527039,1,0,0.0,1.0913490623109496,0.3164068529093995,7,1,1,nb,0,0.0,0.0,0.0,0,0,0,1,0,0
mandolin,Synset('mandolin.n.01'),music,-15.00857295,1,1,3.9047619047619047,0.9921355111917723,0.9239080104954468,8,1,1,b,0,0.0,0.0,0.0,0,1,0,35,1,1
maraca,Synset('maraca.n.01'),music,-18.22053412,1,0,0.0,0.8929219600725952,1.3035962339867262,6,1,1,b,0,2e-06,4.1666666666666667e-07,3.5087719298245616e-07,0,0,0,0,0,0
marimba,Synset('marimba.n.01'),music,-16.16366696,1,0,0.0,0.8929219600725952,1.54406544219787,7,2,1,b,1,6e-06,6.666666666666667e-06,5.43859649122807e-06,0,1,1,33,6,3
mechanical_piano,Synset('mechanical_piano.n.01'),music,-17.75347216,1,0,0.0,0.9921355111917723,1.1010958481247106,7,3,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
musette_pipe,Synset('musette_pipe.n.01'),music,-23.02585093,1,0,0.0,1.2897761645493042,0.2404692082111436,12,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
musette,Synset('musette.n.01'),music,-17.47819672,1,0,0.0,1.0913490623109496,0.5315635128877914,7,2,2,nb,0,0.0,0.0,0.0,0,2,1,9,0,0
music_box,Synset('music_box.n.01'),music,-16.35172947,1,0,0.0,0.793708408953418,1.3921901528013585,9,2,1,b,0,0.0,0.0,0.0,0,0,0,0,0,0
musical_instrument,Synset('musical_instrument.n.01'),music,-11.01229273,1,163,0.0,0.6944948578342407,1.1390646704738383,10,2,9,nb,3,5e-06,1.25e-06,1.929824561403509e-06,31,129,67,2332,2,3
nose_flute,Synset('nose_flute.n.01'),music,-19.2523482,1,0,0.0,1.0913490623109496,1.0757832998919583,10,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
oboe_d,Synset('oboe_d'amore.n.01'),music,-19.08763468,1,0,0.0,1.2897761645493042,1.1264083963574625,12,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
oboe_da_caccia,Synset('oboe_da_caccia.n.01'),music,-19.7225129,1,0,0.0,1.2897761645493042,0.5442197870041673,14,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
oboe,Synset('oboe.n.01'),music,-15.63764708,1,6,0.0,1.190562613430127,1.1770334928229664,4,3,1,b,0,1e-06,8.333333333333333e-07,5.263157894736842e-07,0,5,0,135,0,0
ocarina,Synset('ocarina.n.01'),music,-15.46393879,1,0,0.0,0.8929219600725952,0.9239080104954468,7,2,3,b,0,0.0,0.0,0.0,0,0,0,4,0,0
organ_stop,Synset('organ_stop.n.01'),music,-19.15601708,1,7,0.0,0.9921355111917723,0.6454699799351752,10,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
organ,Synset('organ.n.05'),music,-11.66111133,2,0,19.52380952380952,0.8929219600725952,2.025003858620157,5,2,6,b,49,0.0,0.0,0.0,60,328,138,7224,150,60
panpipe,Synset('panpipe.n.01'),music,-17.1013462,1,0,0.0,0.9921355111917723,0.9998456551937028,6,3,2,b,0,0.0,0.0,0.0,0,0,0,7,0,0
pennywhistle,Synset('pennywhistle.n.01'),music,-13.14904367,1,0,0.0,1.0913490623109496,0.3417194011421515,7,3,11,nb,12,3.2e-05,2.9583333333333332e-05,3.43859649122807e-05,4,36,15,645,27,4
percussion_instrument,Synset('percussion_instrument.n.01'),music,-17.89599189,1,33,3.9047619047619047,0.793708408953418,1.0378144775428306,21,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
piano,Synset('piano.n.01'),music,-12.34318682,3,6,27.33333333333333,0.8929219600725952,1.48078407161599,5,3,4,b,207,0.000127,0.00014166666666666668,0.00012122807017543859,146,799,383,14164,217,115
piccolo,Synset('piccolo.n.01'),music,-15.69044527,1,0,0.0,1.0913490623109496,0.7214076246334311,7,1,1,nb,0,1e-06,4.1666666666666667e-07,0.0,2,7,3,34,0,0
pipe,Synset('pipe.n.04'),music,-10.78481852,1,10,0.0,0.8929219600725952,0.3164068529093995,4,1,9,nb,403,0.000212,0.00025625,0.0003031578947368421,190,1252,472,22239,452,175
reed_pipe,Synset('reed_pipe.n.01'),music,-17.84934029,1,0,0.0,0.9921355111917723,0.4050007717240315,9,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
reed_stop,Synset('reed_stop.n.01'),music,-19.53629193,1,1,0.0,1.0913490623109496,0.6075011575860472,9,1,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sackbut,Synset('sackbut.n.01'),music,-17.52738694,1,0,0.0,1.0913490623109496,0.6454699799351752,7,1,1,nb,0,0.0,0.0,0.0,0,0,0,2,0,0
samisen,Synset('samisen.n.01'),music,-16.44929187,1,0,0.0,0.8929219600725952,2.037660132736533,7,2,1,b,0,0.0,0.0,0.0,0,0,0,0,0,0
sax,Synset('sax.n.02'),music,-14.77885099,1,0,0.0,1.190562613430127,0.5315635128877914,3,2,2,b,0,0.0,0.0,1.0526315789473683e-06,0,10,3,155,0,0
serpent,Synset('serpent.n.03'),music,-12.06722051,1,0,0.0,1.0913490623109496,0.5315635128877914,7,1,3,nb,19,0.000104,9.708333333333334e-05,0.00010859649122807017,10,61,21,1299,6,2
shawm,Synset('shawm.n.01'),music,-17.34366583,1,1,0.0,1.2897761645493042,0.1898441117456397,5,1,1,nb,0,0.0,0.0,0.0,0,0,0,3,0,0
single-reed_instrument,Synset('single-reed_instrument.n.01'),music,-21.77038368,1,6,0.0,1.0913490623109496,0.9239080104954468,20,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
sitar,Synset('sitar.n.01'),music,-16.23116447,1,0,0.0,0.8929219600725952,1.7339095539435097,5,1,1,b,0,1e-06,0.0,5.263157894736842e-07,0,1,0,18,0,0
snare_drum,Synset('snare_drum.n.01'),music,-14.13252758,1,0,3.9047619047619047,0.9921355111917723,0.8985954622626948,5,3,7,nb,0,0.0,0.0,0.0,0,2,1,84,6,3
sourdine,Synset('sourdine.n.02'),music,-19.33609603,1,0,0.0,1.0913490623109496,0.5695323352369193,8,1,2,nb,0,0.0,0.0,0.0,0,0,0,1,0,0
spinet,Synset('spinet.n.01'),music,-16.00434946,1,0,0.0,1.0913490623109496,0.5189072387714153,6,1,2,nb,0,0.0,0.0,0.0,0,2,0,12,0,0
spinet,Synset('spinet.n.02'),music,-16.00434946,1,0,0.0,1.0913490623109496,0.6707825281679272,6,1,2,nb,0,0.0,0.0,0.0,0,2,0,12,0,0
stradavarius,Synset('stradavarius.n.01'),music,-17.64189285,1,0,0.0,1.0913490623109496,0.772032721098935,5,2,1,nb,0,0.0,0.0,0.0,0,0,0,0,0,0
