index,CHILDES_Count
bricks,1466
cock_a_doodle_doo,144
whose,769
sat,334
egg,1475
bridges,34
sand,349
bag,1512
blood,115
telling,356
easy,387
fast,665
okey_dokey,72
they're,5664
bobo,236
by,1645
monkey,1762
kill,104
school,1728
duck,1302
bath,1160
ninety,116
everything,1020
tie,468
beans,396
bang,1114
kitchen,749
walky,9
breath,78
fame,17
anne,1031
to∆°,1
opener,19
last,1897
might,2226
mister_horse,3
sure,2157
meant,247
roll,627
flowers,527
unless,146
fixed,165
cow,2047
let's,5098
curl,20
frogs,122
orange,2028
minute,2206
anything,1502
horn,140
we'll,3158
carry,441
0to,246
tele_tubbies,6
toys,2385
violin,61
shirehorses,6
gate,476
becky,1342
piece,1518
work,1972
girl's,238
watch,2355
salmon,66
inky_ink,24
ouch,774
ones,2368
jenny,83
supper,262
cream,542
fourteen,161
hm,4818
road,818
juice,1359
parade,22
please,5051
first,2668
pieces,612
knife,492
mcdonalds,19
pingu,609
talk,1125
daddy_bear,1
pots,62
bananas,354
letters,402
dur↑,3
writing,480
playdays,64
everything's,90
bee,246
dizzy,108
scratched,50
hiding,774
start,858
ow,911
saucer,94
shops,325
yoga,8
best,495
reserved,3
christmas,1047
instead,488
sally,216
push,1434
wants,1638
bumped,256
inside,864
today,2557
treat,46
pram,538
yesterday,1265
exceptionally,6
goo,47
june,95
purple,608
flying,276
dentist,80
days,379
circle,417
window's,13
wouldn't,1150
hurt,1707
every,630
much,1831
duke,43
pay,226
hit,854
give,4168
°nutella°,2
rock,208
stand,1632
ann_marie,155
shells,39
week,1020
thing,1944
bells,79
robber_red,35
merrily,208
yourself,959
sick,513
brilliant,640
mummy's,2365
they've,714
five,1990
pencils,124
behind,817
cricket,54
happening,380
must,1335
hear,1277
shapes,181
candles,213
hands,1404
ta,518
gonna,3419
swimming,743
shoes,1650
sink,139
love,1340
rabbit's,94
fly,834
reading,340
as,2689
basket,684
one°,14
n,224
mary,286
yum,1386
elsie_grandma,141
present,366
somewhere,641
she's,6124
horse,2577
poorly,809
card,272
how_about,60
showed,141
really,4121
barn,224
digger,485
bridge,1815
bun,129
monster,461
frightened,233
scraping,10
that'll,520
all_gone,883
clever_cat,60
lara,3016
twinge,9
breakfast,738
good_night,85
caroline's,577
soon,635
as_well,2333
alphabet,80
wake,551
plus,26
drink,2324
we're,2437
out_of,1917
blew,100
many,1730
food,1296
yup,284
outside,1447
haven't,3938
clever,1143
dinner,1700
seven,963
spend,77
log,58
welcome,143
tape,790
sugar,515
doubles,3
believe,166
e,537
looks,1778
flasks,3
blanket,274
stops,92
wanted,725
horsie,1922
sticky,445
crash,979
hang,799
few,388
sleep,2627
puncture,11
beginning,125
sunhat,4
hen,346
scarecrow,58
m,4
teatowel,28
conor,297
honestly,191
finally,18
dirt,224
finish,741
rack,9
vernon,3
joshua,44
adding,6
cup,1518
girls,458
raining,439
near,446
lying,539
needta,1357
biscuits,441
machines,20
steak,16
windy,132
centre_parcs,31
cousin,134
∆it's,5
sheep,927
boring,171
line,548
helped,43
merrygoround,90
dog,2612
lipstick,139
clothes,1128
corn,136
later,1306
scissors,344
after,1646
steady,290
yellow,2404
white,1291
cars,1348
billy,102
caroline,1533
whether,256
eleven,261
cater,3
belfast,23
ya,1725
goat,354
kangaroo,152
shape,360
0have,713
cough,237
moved,205
farmhouse,15
am,1668
has,5486
eating,1597
harry_the_happy_horse,3
track,530
busy,560
hello,3925
falling,623
whatever,224
pants,445
carpenter,23
month,135
jo,16
och,857
longer,116
accidents,14
sky,505
quite,1103
long,1764
nearly,948
screw,155
part,516
bumblebees,10
trucks,369
threw,195
harbor,63
↑know,5
horrible,414
oo,249
through,1789
police,214
bush,58
star,378
standing,559
got∆,1
angel,65
day,2103
shush,199
grandma,499
trying,1034
lego,292
brought,592
match,135
crease,3
piggy,509
besides,29
banana,689
hasta,541
eve,1061
excuse,518
postman_pat,387
choochoo,72
b,635
my_goodness,188
looking,2071
clips,17
toast,628
gordon,916
from,3411
coggly,2
cause,382
dinosaur,365
talking,934
sister,694
what've,434
wow,841
heavy,592
early,268
peter_rabbit,44
puppets,92
ball,1835
tread,81
shoo,45
eye,752
bird,684
nope,163
iguanas,7
stay,1380
build,1287
holly,63
hers,170
lots_of,1307
wiping,66
couldn't,1065
saw,1153
show,2356
un,8
leggings,45
august,75
em,588
boys,667
surprised,123
probably,908
nibbled,12
drop,624
hurry,185
jeremy,175
wheels,880
straight,389
sposta,797
hits,40
fin,3
january,50
lovely,2280
wish,162
tomorrow's,8
never,1513
choose,278
whoo,273
though,1467
both,708
went,3089
cleaned,92
runs,91
horsies,116
hi,935
taperecorder's,3
bulldozer,160
people,1626
ho,155
wiggle,139
difficult,410
floor,1897
stream,107
feet,1336
mr,283
chimney,269
fishies,71
button's,5
crunchies,6
somebody's,200
shoe,626
cluckcluck,12
meg's,15
eyes,1318
trolley,128
mashed,30
choo,718
ding,94
afternoon,266
warmer,34
tomato,609
van,449
boing,132
set,361
chickens,209
dry,579
hates,17
yay,157
cesca,26
normally,177
side,1292
/?,41
skip,41
saying,1036
john,2177
sets,23
pans,57
anna,1544
rubber-band,9
we's,2
arms,438
sun,499
paperwork,15
even,1022
mammy,234
pencil,978
cot,222
granddad,278
y↓am,1
worm,165
lie,672
toilets,17
bigger,1080
idea,673
twenty,471
disappearing,24
cakes,328
pick,1254
leg,859
hand,2212
0is,310
upstairs,815
heidi's,38
chew,167
tall,396
gail,363
absolutely,109
making,2069
carwash,174
george,291
w,145
darling,1381
top,2553
socks,604
her's,49
won't,1726
xxxxx,184
phone,612
blow,982
hiya,277
ugh,260
stick,1085
smoke,228
bought,807
running,753
end,858
taken,297
sharpener,26
shadow,120
pretending,115
helping,208
ladder,284
kinds,56
cathy,1214
speed,14
stopped,294
tracks,109
dragon,208
record,152
teapot,196
drinking,273
rupert,16
aw,508
shift,19
color's,685
quack,689
father_christmas,157
cross,551
loop_loops,20
huggle,19
poor,1359
pig,1177
several,19
eggs,1135
honey,317
broke,1020
shoot,223
exercising,10
napkin,78
dumb,18
able,642
wrong,1377
gocart,41
chasing,86
washing,521
awful,436
holding,487
snotty,70
fixing,106
dress,1144
mucky,56
them's,30
teachers,36
giraffe,826
boston,57
michael's,17
peepo,52
whole,439
bands,35
that'd,49
u,144
numbers,227
denver,89
hair's,76
donkey,208
left,1108
0are,835
dolly,2220
bugs,206
six,1300
world,107
keen,31
babys,321
spill,197
powder,74
fighting,126
uncle_tommy,19
hug,754
called,1981
name,2291
jar,68
needs,744
plate,702
lap,127
until,1245
as_if,86
hadn't,254
pottie,395
sad,454
a°,1
mama,1340
feed,432
lock,149
kite,297
yippee,21
s,321
black,1152
characters,10
arch,27
we've,2216
bendy,21
bunny,363
ben's,38
tongue,261
satto,3
stroppy,10
humpty_dumpty,180
c_ds,3
uhoh,724
except,125
presents,243
incredible,11
geese,75
wide,78
batman,84
mike,252
penguin,652
bucket,342
courgette,22
dear,5078
medicine,288
rolly-polly,44
condom,3
thumb,260
crayon,253
rather,219
tomorrow,611
sucking,55
jerry,49
paid,78
pop,545
triangle,164
fading,1
lady,1831
classes,11
arranged,7
mumma,65
tatty,37
ice,365
shopping,1150
brumm,657
fizz,11
tap,188
feels,62
moo,481
∆did,3
chucklevision,6
jump,1092
thank,1367
jumped,167
tummy,767
macaroni↓,2
donkeys,15
slice,58
forgiven,4
tiny_teds,6
hunter,3
land,100
drove,51
station,498
catch,861
meow,137
woke,99
hospital,383
filling,37
apologized,1
winne_ther_pooh,1
penny,243
touch,648
messing,69
nappie,501
clear,88
noise,1444
castles,25
sylvia,253
friends,529
general,16
ahhah,1054
fire,810
peanutbutter,109
sandwiches,142
anna's,657
happens,520
vacation,31
upside,337
dogs,316
fault,77
bounce,189
knee,731
wee_wee,443
fun,570
tweet,20
↑clicking,1
played,313
nectarines,8
live,677
spotted,38
borrow,88
handle,115
dead,263
painting,415
chair,1909
sunday,272
parts,20
page,829
hoo_hoo,6
dancing,446
m,418
you_know,1528
boy,3938
middle,448
grow,209
mammy's,103
santa,342
hide,741
dressing,112
more_dadaw's,18
church,195
tuna,20
driving,626
shirt,287
barely,2
tuesday,148
press,612
urinate,13
mail,97
lose,226
smelly,113
head's,67
bull's,9
fraser's,81
baseball,50
ella,324
tellie,234
space,385
normal,57
wood,247
spider,537
pillows,37
front,862
shake,321
sieve,41
bash,302
new,1720
flew,61
aran,812
shampoo,69
story,1517
far,456
straw,122
prize,62
someone,253
girlie,68
rebecca,39
each,285
sport,19
wooden,47
cool,237
peas,330
chalks,52
confused,31
knowing,15
rain,427
hasn't,1693
⁎ya⁎,1
stones,86
carpet,299
laughing,172
visiting,11
broom,102
taller,102
stable,87
mummie,2395
dropped,532
sleepy,211
wolf,137
call,923
rory,56
generous,22
butterfly,291
snails,27
mirror,182
tooth,74
disaster,26
r,245
nobody,342
0want,3
cafe,100
odd,38
windows,233
jeff,11
cheeks,34
pile,146
tiger's,146
washer,17
rosie's,64
wipe,634
friend,758
peach,172
slide,695
bikes,60
guard,65
games,380
tidy,282
xxx°,37
bears,174
kipper,395
children,927
close,579
he'd,245
nursery,798
likely,21
bill,320
teaches,13
stiff,100
somebody,950
working,387
one's,1963
umbrella,206
yep,1000
trouble,231
hhh,867
shed,212
lots,708
fine,461
pirates,15
helicopter,440
gently,466
hungry,883
yolk,23
chatty_baby,61
someday,37
thursday,176
doo,52
verse,9
grr,197
weasel,57
nina,320
anteater,6
sort,744
hill,217
pair,140
tree's,16
harry,104
fashion,16
burger,185
bambi,72
ribbon,181
you'd,877
drawing,629
mmhhhmm,4
trevor's,5
size,233
mmmhhhmmmm,1
ride,1149
pretty,1067
anyway,677
weeks,359
baba's,59
lara's,329
bumping,34
she'd,266
great,1301
nanas,62
dum_dum,18
llama,15
butter,237
downstairs,500
haha,270
sort_of,184
room,1554
cloud,54
teenager,6
tadah,17
hand's,40
tshirt,184
kneel,41
burn,121
happier,15
bit's,65
christine's,7
buggy,72
cups,164
drum,194
pence,193
0do,119
nutty,10
steam,130
jess,136
cutting,294
smaller,227
losing,73
backwards,224
pooh_bear,151
magnifying,36
green_jeans,4
smiling,113
dark,488
shaft,11
wave,122
equipment,11
drying,29
me↓,4
emma_davies,2
y↓o↑u°,5
pump,53
↑who's,2
forgot,402
p,242
he'll,671
met,78
catching,49
swap,59
na,28
should,1733
ron,159
fiddly,55
0i,119
climb,425
test,49
cushion's,3
postbox,26
born,124
kitty's,33
coco_the_clown,6
percy,596
manchester,59
pooed,25
plenty,153
nan,39
wonderful,76
henrietta,5
mud,217
beautiful,423
took,920
polar,81
money,1208
nellie,31
year,645
king,204
chicken,959
cowboy,418
lililili,6
rags,2
tiny,602
tricks,91
auntie,107
prince,95
strawberry,444
sunshine,108
grandma's,224
unfair,2
flat,236
↑wait,2
foot,879
laura,30
bo,37
lives,431
worse,93
soldier,58
biggest,304
post,296
boot,321
letter,500
nicola,144
anybody,328
emory's,2
nap,200
cliffy,8
vida,74
spoons,104
bickie,23
barber,8
jazz,2
sits,127
sunshining,5
glass,308
smack,225
send,221
°hhhhhh°,3
a_lot_of,501
necklace,90
0will,187
word,451
pete,83
awfully,53
rubbish,168
ray,9
pony,168
fishy,58
affecting,1
0if,1
din,31
stretcher,20
o'clock,536
flower,452
broccoli's,2
grandad,353
robin,271
sisters,72
lift,530
choo^choo,374
ears,657
millisandy's,10
soup,566
lena,21
slipper,117
properly,569
annoying,32
frame,72
horrid,139
dadaw,76
santa's,39
tom's,21
nurse's,15
teddys,89
orders,10
half,725
hair-cream,2
seals,24
sore,358
magazine,39
you↑,3
barbara,226
mothers,20
sausages,328
chewed,57
chin,113
town,253
kennedy,10
handy,45
gag,3
ambulance,379
dollie's,19
goodness,554
pennys,145
balloon,894
twinkle,130
abi,354
understand,194
project,15
rube's,10
sex,1
empty,256
jason,264
together,1285
easter_bunnys,3
thoroughly,7
kiss,827
mummie's,362
boat,1306
washed,261
friars_bush,5
sticking,207
driver,612
sticks,122
pussy,204
towards,74
button,412
parrot,152
brushed,41
oy,407
window,936
frog,358
listen,547
h,261
clarabell,39
glooping,25
cotton,48
indeed,225
shoelace,48
works,215
gates,113
blind,28
keeping,118
football,389
someone's,48
m_and_ms,1
where're,515
hardest,9
lost,1230
gear,13
beaches,1
place,647
reel,27
kids,260
lets,149
boots,313
aeroplane,383
move,1813
eh,324
snake,619
fight,251
tots_tv,36
son,89
cogs,12
trainset,138
cost,55
byebye,714
jelly's,4
fairy,85
patrick,29
dump,124
sharp,181
bible,12
west_bridgford,5
bow,277
soft,193
melt,37
grrr,226
louder,38
country,37
kind,1132
parcel,61
farm,874
boisterous,7
bother,161
interesting,150
teatime,35
totally,23
andy,502
curtains,169
bike,711
surprise,151
homework,42
orangejuice,117
pee_pee,39
kept,192
king_wug,3
dose,3
giving,485
squeeze,217
prod,63
second,361
oohhhhhh,1
extra,53
pot,252
may,584
weight,39
bless,271
win,151
taking,933
growing,76
sometimes,773
clapping,59
spear,29
t↑op,4
party,740
imagination,18
trailer,437
granddad's,58
weren't,602
hoover,183
pocket,376
interested,150
baa,251
stretched,114
paints,102
coby,8
light,739
pulls,40
nectar,2
power_ranger,51
lot,689
tape'll,1
hard,1288
guitar,60
quickfits,3
alert,6
disco,6
rip,135
fact,139
everywhere,262
crying,1019
woo,160
ben,165
soap,175
stairs,361
rosy,13
mommy's,167
their,1253
scared,192
pleased,108
tony,43
dip,62
sausage,527
witches,18
opened,165
course,257
farmyard,91
°let,4
mind,1086
racing,236
mom,499
picked,199
almost,259
belly,128
eats,294
bin,477
blink,16
chubby,5
past,401
man's,316
kittycat,3
hurts,307
astronaut,5
parachute,58
finger,1008
problems,69
birds,241
caused,8
using,198
diddle,12
texas,9
ch,57
lucy,165
suntan,11
knock,890
material,33
crisps,222
happy,956
porsche,22
barefoot,9
eight,801
holes,250
sneeze,70
count,544
carl's,192
miss,312
headband,9
breakfasttime,7
scratches,19
kneeling,295
tick,62
sienna,3
fresh,109
bills,14
forgotten,197
bread,837
managed,72
muffet,2
fluff,70
panda's,185
tv,279
bear,892
this'll,32
boo_boo,80
enya,1
number,714
old,1165
power_rangers,41
camel,132
rails,29
power,28
eensie,100
art,16
bouncing_ben,20
super,171
n↓↑o,7
dribbly,14
poo_poo,72
race,199
cook,433
bouncy,285
reindeer,92
care,152
lee_na_levey_lee_no,3
come_on,573
speech,18
onion,184
eoi,46
warm,502
paying,56
ground,172
train's,136
maybe,1676
thirty,189
daddy'll,77
°charles,3
careful,1683
fallen,646
panda,893
stool,211
thunder,80
curly,139
apples,305
opening,72
reason,74
bug,106
gong,5
kellogg,3
beds,155
nine,917
flick,7
plasters,23
steed,14
ellies,2
either,647
shell,111
rustle,3
amount,28
such,270
dolly's,675
scotland,35
lemon,315
ahhaha,1
smoking,34
stretch,86
wye_bird,15
neck,305
christine,78
dance,321
trousers,769
0i've,4
clickety^clop,4
mice,99
zoo,701
derler,1
activities,4
save,199
brumm^brumm^brumm,10
surprising,5
telephone,334
motor-car,8
nothing,1119
apple,1222
dried,57
dirty,1082
chalk,146
mother's,67
waked,4
ha,516
briefcase,99
us,1145
teddybear,359
lifting,53
mill,10
sir_hangle,4
seventy,47
wearing,217
xxxxxx,45
farmers,23
shining,52
yummy,407
humpty,88
lollipop,156
siccing,2
air,338
chocolates,48
clap,959
rumbling,12
tonight,313
jelly,195
saturday,332
licked,19
bob,32
tasty,163
pigs,366
sally's,16
giant,139
special,318
ee,48
thinking,236
falls,96
dollars,52
celery,184
thinks,138
sake,139
honk,21
afraid,243
ann_marie's,20
missus_trimble,21
o,765
straightened,21
sweetheart,698
dadda,37
keys,146
noisy,342
nails,109
gail's,152
wind,426
stout,7
allowed,302
monday,196
castleward,4
explore,3
vroom,306
ooh,394
wheel,671
lay,169
forty,120
toe,414
playdough,265
tunnels,27
pass,282
h↑er,1
chases,9
certainly,128
goldfish,44
seaside,207
board,323
dot,89
words,190
fork,364
dustbin,88
hens,115
cathys,4
already,627
gloria,135
trap,32
shreddies,6
himself,172
craic,4
peppa_pig,16
lorry,699
missing,399
nibble,39
teach,88
liked,133
father,165
wonderland,7
nenaw,63
operating,9
field,692
arrived,42
cherry,38
°ella°,6
where'd,213
dunno,65
ship,121
fence,413
dig,153
crayons,372
reach,428
hmhm,28
foster,8
nghe,26
alone,284
dadaw's,11
poo,396
points,15
mother,458
unlock,9
shreds,5
scary,128
we'd,229
established,5
hope,362
upsidedown,95
forget,319
folding,22
puzzle,545
bowl,442
bite,909
puts,163
da°,3
james,539
seal,195
strong,295
rub,185
sitter,12
tickling,134
shutting,10
hmmm,8
cuttings,5
wall,523
ginger,43
nardeen,4
learned,32
robin_hood,9
mr_chatterbox,2
forks,72
oink,180
eoi's,17
yuck,205
breaking,151
oh_well,6
team,33
cuddle,517
i'd,721
tulips,19
crazy,135
nasty,242
smartie,292
share,251
watermelon,26
crashed,274
ain't,84
cassie,14
stripy,67
can°,1
stew,27
escape,40
row,643
narrow,11
pulled,218
apart,385
drenched,2
shame,112
lent,22
knight's,4
mamite,2
lines,146
glove,85
d↑oh,4
tanker,18
giggly,3
most,178
crawling,87
men,605
bell,144
missed,334
tck_tck_tck,6
grand_old_duke_of_york,6
surely,25
snail,119
cabbage,102
question,89
rachel,434
uh_boo,5
easter,227
doors,189
whereabouts,24
bobby_bear,65
⁎oh,8
knocking,119
carbona,3
turned,219
guns,47
goldilocks,86
judy,81
naomi,6
twelve,353
nail,139
sound,193
jack,259
stars,116
piggie,78
bowling,32
island,28
helpful,44
sweetie,173
taste,263
changing,92
roof,361
rabbi,2
afterward,9
meat,396
william,63
stickers,206
popup,12
worms,91
could've,30
granny's,92
bib,248
frighten,72
soxer,10
caesarean,2
drawer,87
↓toys,2
square,237
makes,544
dooby,8
pat's,32
mark,134
swings,65
concentrate,13
pineapple,173
banging,109
beads,62
mine's,218
ax,25
weeing,6
gentle,145
peeling,19
it°,27
tim,27
""".",186
beer,121
won,167
magic,344
cereal,156
wastebasket,47
slid,24
bubblegum,9
autumn,43
christopher,224
postman,203
nicely,321
grew,90
seesaw,281
0.,719
gravy,69
i_mean,433
tots,52
barks,11
fond,14
gives,90
ruining,4
unsafe,2
lollys,28
spell,315
busam,21
fuzzy,45
loves,185
cushions,75
hurrah,11
nappies,72
street,274
crayoned,9
cement,27
whats,118
snowman,234
⁎meh⁎,2
crisp,80
mixer,42
georgie_porgie,2
electronic,2
without,310
ge,6
chicks,118
cooking,323
pole,58
changed,171
glue,335
snow_white,33
bye,1062
fetch,147
whoop,60
themselves,60
army,32
doggie,1022
maker,15
marbles,99
wash,1192
nut,237
comfy,103
tigger,103
bicycle,178
music,267
chairs,221
sounded,29
plaster,105
livingroom,38
rasper,2
baked,145
loft,16
wings,125
sip,15
mister,261
↑hassy,4
drip,41
petrol,246
throwing,267
night_night,409
wardrobes,24
young,168
married,136
untouched,2
spade,93
pad,80
boom,236
decide,42
hedge,29
od,2
ssh,215
leaf,64
carrot,235
radio,115
gloves,88
what'd,249
0put,4
swallow,32
sellotape,81
batteries,75
lough_shore,14
breach,6
holiday,422
sticker,170
vouchers,1
tweettweet,5
beeston_van_hire,3
stays,97
atop,3
jesus,134
otherwise,311
hammers,15
jam,251
kicks,16
carol,44
muddle,26
granny,410
harder,110
hour's,6
fridge,242
uhuh,416
fastest,35
nia,55
flag,65
corner,457
pliers,117
0you,120
railroad,32
skin,99
smoke's,6
puffed,32
slept,92
sue,279
treetop,12
nanna's,15
introduce,10
laugh,126
ang,5
hyh,1
packs,7
peoples,25
smile,317
round_and_round_the_garden,10
strawberrys,186
ytch-yah_yah_yah,1
rabbits,157
°e°,13
grin,12
traffic,95
cardigan,59
problem,217
m↑ore,20
stocking,55
coffee,852
bump,521
smarties,248
heard,351
cya,14
blubber,2
weetabix,28
trust,15
brother,447
where've,115
balls,375
zip,101
shearing,9
posted,24
possibly,27
andy's,214
bugs_bunny,26
grannie_hart,5
bashed,21
plates,144
richard,120
sinead,37
pingu's,150
afaf,5
matters,9
whoa,81
da,151
elephant's,95
huge,77
peter,462
nurse,208
towbar,6
brookvale_drive,3
swing,357
stroke,115
whoops_a_daisy,164
cloth,136
point,217
mustn't,217
deep,58
ayeah,2
exactly,201
bong,12
film,73
warmie,3
rude,50
ta-ta,101
pepper,230
that▔,2
picks,38
body,220
rosie,284
moon,345
definately,7
fair,219
age,150
gotta,489
psychoanalytically,1
recorders,9
temper,31
died,79
bury,12
jackie,52
mrs,73
crowded,44
hannah,185
disobedient,3
lights,281
blackberries,111
amy_squamy,38
pattern,82
daniel,109
office,145
nest,170
fishing,121
lump,72
bookshop,3
salami,13
wednesday,176
mama's,113
calling,95
frosty_snowman,19
wedding,97
emily,139
regular,10
smiles,63
toilet,385
cooker,145
helen,31
brain's,7
joel,379
tomato's,3
nuts,144
floating,20
toothpaste,48
dribbles,23
tank,145
neater,1
brrm,71
person,239
knocked,327
screwdriver,129
halloween,48
hotchoc,34
stroking,20
favorite,601
sukie,348
loo,34
sweep,68
↑whaaas,2
glug,86
cuppa,15
spindle,12
thanks,452
river,146
altogether,50
lego's,2
magnet,54
dare,90
