norm,KBNC_1m_Count
jaunty,3
yoked,1
zero,4
hiding,45
apparently,29
quicken,1
drizzle,7
forwards,38
advancing,7
donned,1
softy,1
man/woman,1
ferngrove,7
barn,26
starved,6
greet,9
clay,8
maids,10
soggy,7
pillars,7
sour-sweet,1
dropping,30
fraught,4
horrible,41
repay,2
comer,6
marx,56
students,30
choking,11
encyclopaedias,4
marvels,2
muzzle,7
upside,5
cloth,57
immediate,7
cramped,9
beaches,4
mint,8
crow,5
custard,10
peculiar,38
g,21
spin,9
berry,2
ses,13
hyde,6
pass,61
snuggled,4
pearls,10
boards,8
rummaged,7
rarest,1
benefit,14
bolster,2
frustrated,6
har-ro,1
brass,20
won,33
arranging,6
constructed,2
flowed,12
ranting,2
wednesday,40
asks,19
radio,40
denying,2
deadly,15
wise,35
four-thirty,2
resilient,2
we-ell,1
senior,10
blossom,13
borders,3
southern,10
embassies,2
coach,15
greenhouse,4
white-hot,3
sunflower,2
fierce,33
smelled,21
voyage,20
photographs,10
wrongs,3
believed,57
thud,8
hyping,1
glibness,1
babies,22
ignorant,6
boasted,4
shoot,50
clicked,18
enemies,14
checked,34
supplement,2
accuser,3
stubble,2
thursdee,3
tumbling,8
mount,7
bending,17
domed,1
puddleduck,1
confess,7
petrock,16
shielded,1
saliva,4
brushed,18
nail-varnish,1
indifferent,2
training,50
russian,9
gnomes,6
sinewy,3
twisted,30
flashes,9
tack,5
inevitable,9
lace,14
nightmare,20
background,17
cradles,4
signals,4
quid,8
dangling,12
fanatic,5
toe,13
independence,7
physically,7
hikers,1
intended,16
mopping,3
13th,1
condolences,3
suits,9
poorly,7
asset,2
nonsense,37
heartlessly,3
respectable,9
mebbe,4
pond-weed,2
half-way,12
tossed,21
swam,18
hilly,3
hooves,6
bingo,8
cleaner,3
bethnal,1
shrove,3
bleeding,8
stretch,23
ill-omened,1
growl,5
charley,7
feasting,7
sniff,7
carpets,11
startling,8
gym,14
struggle,20
tissue,15
head-on,2
brick,26
grave,22
collecting,16
threaten,3
charlottetown,4
catapult,27
nickname,7
plimsolls,6
settle,23
outbuildings,1
scrambled,22
hopeless,20
handling,4
bark,24
toxics,1
indistinct,3
wing,16
startled,40
divorce,3
sting,9
bulk,13
browned,4
wildlife,7
positively,5
3-south,3
spaghetti,8
grateful,29
armpits,1
sternly,24
dump,9
elgin,1
treading,5
shrines,1
instance,19
experiment,9
despairing,8
baskets,5
protested,21
share,53
zigzagged,1
shipyards,3
sagged,5
glassful,2
recognized,30
sweetest,1
lend,29
mixture,48
lurching,7
crest,4
announcements,3
zoom-hoom-hoom,1
dearest,4
'imself,1
touchy,3
incredibly,5
helping,45
columbus,18
asserted,4
sulk,1
oven,23
monitor,1
refocussed,1
pupils,60
roots,16
ruining,7
sideboard,2
threatened,19
butted,6
string,45
fucking,2
frankfurter,3
superhero,2
skitter,3
blazing,12
⅕th,1
50g,7
steadying,3
lords,24
pride,29
gatehouse,2
prices,5
threatening,20
miggs,37
stove,11
leftover,2
amputated,3
tortoise,4
blackout,7
detergent,1
hambury,12
crane,6
scoffed,5
tie,35
two-year-old,1
leapt,51
escaping,21
jeremy,26
chimed,3
per,14
pepper,24
idiotically,2
gargling,2
commission,7
stony,8
disapproving,4
charismatic,1
jerked,36
greaseproof,1
frowning,17
strengthened,1
openness,1
dares,3
blame,24
prettier,4
endless,16
meadow,26
dent,3
predict,4
eager,32
rubbed,43
abandon,4
instructed,3
stalky-legged,1
bull,8
home-help,11
hesitate,8
stuffiness,1
neatly,25
thumbscrews,2
periods,2
jeeze,1
step,76
polystyrene,2
reasons,19
guide,70
richer,8
kills,1
corners,21
flickering,12
s'pose,5
y'know,5
tested,7
hardening,1
39,13
discovery,12
sobs,8
remove,19
liberty,2
plainly,3
babbling,1
geelalookala,3
0,30
growled,16
jotter,10
floors,11
liberally,2
36m,2
baseball,2
sprawling,9
bellowed,22
intricate,2
becomes,16
blundered,3
serves,6
yobs,1
4oz,9
defeated,12
mortified,1
choosing,7
100g,5
prize-fighter,2
roars,3
storybook,4
silks,3
whiffling,5
splendid,30
flame,10
packet,23
vicious,9
tut-tutted,1
poem,14
phoning,6
dying-duck,1
weirwold,12
willingness,2
mistake,43
glen,9
aga,2
gown,15
mm,11
bitch,12
handicap,3
importance,9
loser,7
perched,14
clachan,18
surrounds,3
guarded,7
queer,41
wishing,23
musicians,6
income-tax,1
ugliest,2
nod,10
margarine,9
plot,17
creep,13
strung,5
crimsons,1
bandaged,7
bunting,2
exaggerating,2
beyond,75
kenneth,16
willow,11
trail,13
fussing,5
sell,40
squeaked,11
ferry,5
lazily,6
snowed,5
woollen,15
eastrop,1
tiresome,1
strayed,4
gravely,3
peeled,11
reddening,1
venom,6
information,36
fate,10
compensating,1
camouflage,9
materialized,1
tricks,17
blurred,13
lifting,22
horizon,17
senders,2
disbelief,14
whitby,1
moral,7
april,7
boundaries,2
abandoned,14
algebra,13
officers,7
angler,1
winches,1
greycoats,18
angel,18
headteacher,1
agone,1
hamsters,1
operations,9
procedure,2
late-summer,1
bedside,15
avenge,3
talons,2
degrees,14
rhinoceros,3
completed,9
build-up,3
hmmm,3
ruffled,11
hotelier,1
bogtrotter,18
exhilarating,1
dreaming,17
cornelius,6
specialist,7
glory,66
appeal,11
intensified,3
trench,8
morag,4
higher,38
barging,1
sprang,17
forester,2
generals,3
surprising,12
daylight,17
holidays,23
th'can,10
angels,14
dinner-time,4
suitable,19
toothpaste,12
apart,83
butcheries,1
freezing,16
disturbed,21
saving,8
petticoats,3
18,22
breakdown,7
flopping,4
wolves,5
clattering,7
wail,5
youths,3
vainly,4
saluted,2
scabby,2
sadness,12
spearing,1
banged,17
roomf,2
a-ha,1
feeds,3
moid,6
bottled,4
sq,2
tunnels,16
wuthering,1
springtime,2
frenzy,6
laying,15
ignoring,22
carried,117
ornaments,6
fleas,5
searing,3
th'taking,1
great-grand-father,1
swear,19
guides,37
finish,42
ooh,16
dirk,7
desperately,51
3.,2
excrement,1
r,4
movies,2
straw,43
hack,1
sweat,29
respect,28
cousins,5
+m,10
lamp,34
5.03,1
conjuring,2
out-of-date,1
brand,11
investigations,2
winston,1
tasted,13
obeying,3
familiar,54
keynes,2
wotcha,1
consequence,6
daytime,5
event,19
thee,89
horribly,19
labradors,2
punishment,23
clippers,5
thirty,28
beau,1
lukewarm,2
responsibility,13
abrupt,6
gram,4
bob,19
conquered,2
vehicle,6
sweden,4
lorry,9
festival,1
wisps,7
substitute,7
six-week,1
hallo,11
willingly,6
hocher,9
ducky,4
vases,4
noisy,15
rocking,7
possession,7
bellow,8
sun-god,18
buckle,10
fletchers,2
subtracting,4
explanation,12
uniform,37
granddaughter,2
learnt,40
sssuppose,1
explanations,6
burn,32
culprit,8
cage,37
stumble,3
confident,15
atherton,13
cucumber,7
oak,25
intelligent,28
sneaked,14
table-top,4
voices,39
snore,4
sits,10
cliff,15
mushrooms,12
describe,20
pinning,3
skipping,2
filed,10
identity,5
lacerated,1
har-roomf,18
golly,5
trippers,5
permeated,1
pathetic,8
pistons,5
regular,20
whispering,14
trekked,1
figurative,1
damped,1
offhand,1
tribesman,2
grandma,5
lassie,13
twist,16
bubble,2
methods,4
finer,2
traditionally,3
despair,16
reprinted,1
marmalade,2
compose,1
robots,5
drooping,4
foal,15
flock,18
justice,10
carted,1
serve,23
granite,2
mars,14
distract,3
chose,29
duped,1
spam,1
stretching,19
gamble,2
pockets,28
agricultural,3
threepence,3
foom,3
copper,11
lap,28
coleslaw,2
prose,2
budgie,14
swung,68
cress,3
janice,1
spurling,1
caves,5
clasped,13
tar,3
modulo,1
menace.was,1
matching,10
scruton,1
swelled,6
shooting,33
ormond,1
invalid,10
breeding,7
tapping,8
christened,3
solved,7
sprinted,2
surroundings,7
a-,1
confirm,2
quit,4
squatting,6
paint-spattered,1
headlong,5
twitter,1
1oz,4
brolly,2
spoons,8
indignity,4
continue,21
regretfully,5
blunt,12
lance,3
..,4
gobble,7
capri,4
mead,7
tunes,4
enormity,2
stake,5
calendars,4
put-on,1
nightshirts,1
volkswagen,4
squat,8
possibly,37
backed,22
loudspeakers,3
frolic,13
nuform,4
steadied,6
sensible,28
beak,16
wheezed,4
cruelty,2
psychiatrist,2
scattered,17
rivulets,6
botswana,11
gymnasium,1
reassure,8
cinema,15
cautious,7
nonplussed,2
operation,14
erected,4
volume,20
twitching,8
crazy,54
stewpot,1
outhouse,6
realised,38
sale,25
curlers,1
customer,7
overwork,1
dice,4
rabbits,11
griselda,16
impassioned,1
shimmering,4
clapping,5
haynet,3
emulating,1
small-boned,1
molten,3
vacant,5
burnt,15
tenants,6
stairway,6
rope,72
wagggs,1
drug,1
relations,9
butterfly,18
beaming,6
nellie,14
wow,14
donkey,2
mend,12
recording,2
term-time,1
brasseywing,6
apologized,3
ledge,4
wood-shed,1
morning-room,1
lizard,6
sideways,38
air-holes,1
overbalance,2
shell-case,1
stir,19
suet-pudding,1
amok,1
barred,8
tub,15
fiat,2
caring,13
plaid,8
stuttering,3
confetti,1
sal,3
dependent,2
boy-friend,6
sixth,11
preparations,4
modifications,1
faced,21
dashed,14
phil,24
curtain,22
grudge,2
owe,13
mctavish,14
deflected,6
pine,10
bonnet,10
fabric,9
mass,22
cessation,1
ow,7
acquired,4
patient,17
minibus,2
tuce,1
asking,84
monsters,11
threats,11
hourly,2
unifiers,5
home-cured,1
entries,8
luxury,7
utterly,17
scientist,4
pacing,4
'ere,12
skylight,4
asteroids,1
holes,47
borstal,3
disliked,3
ringing,17
chuck,23
preoccupied,5
temporarily,7
cost,35
faithful,7
y/n,9
relevance,1
station,68
sheath,6
finishing,12
unloving,1
sloped,7
gloomily,11
possibilities,6
pardon,12
idiocies,1
bellowing,3
punch,8
tatty,4
grins,1
future,33
inn,14
greed,7
bert,1
garnished,1
ankle,10
badly,36
irresistible,5
celebrated,2
magnetic,1
worker,10
ludicrously,1
primary,5
sing,26
f.,5
undefeatable,1
highest,19
hostile,7
stark,7
florida,20
eraser,2
emanated,1
isflt,3
skyving,1
malicious,5
concealed,3
yelling,21
boot-button,1
mound,27
enclosed,5
crotch,1
freak,5
sins,2
complexion,4
siemens,1
hoof,1
great-uncle,2
snapping,3
emblazoned,1
ballet,2
reads,3
rangy,1
unbearable,6
note,60
partook,1
opposition,10
palm,25
attentions,1
cabbage,6
onle,1
maximilian,1
literally,9
miranda,45
redder,8
14,21
flag,19
montego,4
camp,29
lip,34
temperament,1
buff-coloured,3
cigar,38
rail,12
nephew,12
handsome,21
profitable,1
shy,26
cranes,6
lurched,17
chasing,19
springing,2
traditional,16
brian,16
orphanage,3
priceless,2
plovers,1
searching,31
isle,5
enjoyment,1
grudging,5
slatted,2
untied,5
ponds,8
rawest,1
carter,4
parted,21
th'expect,1
hoist,3
mattered,13
crushed,15
winding,17
magazines,13
tremendous,10
stranded,6
choppy,2
damned,14
pullover,4
copies,4
unaware,10
agreeing,7
kismet,1
lobbed,1
series,14
eileen,1
hankie,3
ahem,5
tense,18
alligators,4
department,11
northern,6
riveted,8
greek,9
lilliputian,5
imposing,5
visits,14
inflated,1
whisky,15
avoiding,11
clutched,24
giggle,11
conduct,2
loses,6
actor,22
kingfisher,12
iain,13
optimistic,9
strained,16
sex,5
barnes,10
tale,11
nudge,3
totted,1
effects,5
hopped,16
fifteen,29
well-meaning,4
dogged,3
thunder,18
strings,4
sixty,8
beliefs,6
anyhow,10
shell,15
force,46
headlines,3
rc,1
jane,31
benson,8
crown,4
magnets,2
scrambling,9
madagascar,1
rattling,15
bogey,2
wedge,5
smoothing,11
suspiciously,21
altered,4
whispers,4
contingent,1
councillor,4
ours,14
aspire,1
response,18
extra-special,1
propping,2
yawned,18
drag,17
fruitless,1
supermarket,6
shuttle,10
sploshed,1
is.,4
guillotine,3
motor-tyres,1
persisted,13
thirteen,6
translated,6
clumsy,16
underside,4
83,1
released,13
oath,2
leaping,16
moorland,4
bowels,3
cookery,3
refusing,8
outdone,1
s-sevens,1
twenties,2
contains,6
generally,7
aphrodite,3
crony,1
unsteady,5
strips,15
demanded,41
haughtily,1
lining,6
coldly,11
hero,18
sets,50
planks,11
prepare,11
disaster,18
expedition,14
deaf,20
football,16
alarming,8
throng,7
meeting-place,3
hundreds,41
canada,7
snarling,5
manufacturing,1
knives,7
diary,9
gifts,19
attractive,11
109km/h,1
framed,13
coffin,4
healthy,17
corkscrew,3
spine,9
confided,7
worm-hunt,1
occupied,4
unwavering,1
reassuringly,7
1790,1
nem,5
inwardly,5
dorcas,7
diplomatic,1
essentials,1
rustic,2
counts,10
briefly,24
asylum,3
cordelia,3
crouch,7
taters,3
cor,3
challenge,23
reluctance,7
newfangled,1
surged,7
hairdresser,3
petrol,12
darken,2
tons,4
brush,22
uttered,6
shyly,15
permed,1
closely-carpeted,1
dimwits,1
moan,7
crises,1
smugglers,5
bovril,1
ankles,20
gremlin,1
unearthed,1
travellers,11
linked,4
nerved,2
lamely,6
freezes,1
bears,11
heroes,1
flea-bitten,1
shepherds,13
white-faced,3
silken,5
marriage,15
pond-slime,1
plaits,8
crunching,5
fumed,1
wasting,14
erratic,4
bongo,1
keystone,1
do-gooder,1
hard-wearing,1
orders,13
wench,9
sailor,20
aol,27
bold,17
challenging,8
playacting,1
bosom,4
cigarette,20
pig,29
sobbing,5
60,6
cloths,3
unification,13
relate,2
plaintive,1
mrs.,14
imaginary,7
p.m,9
bullet,6
punched,4
disdain,4
happy-go-lucky,2
thunderstorm,1
laziness,2
handwriting,4
pin,19
louts,7
traveller,19
span,2
collapse,9
yah,2
conrad,58
circus,8
chill,16
smartly,5
multiple,4
seru,32
escort,5
sweating,13
pew,3
widths,4
everythin',2
spiders,9
emergencies,2
restricted,2
enduring,1
foster,4
route-finder,6
howling,10
sadly,30
ventured,11
soundest,1
decides,4
schoolin',1
mid-wail,1
dripping,25
mirth,5
owners,12
p,9
weakling,1
sender,1
lodgings,6
wand,1
rights,16
washbasin,1
titbits,3
electricity,27
scrap,8
chipped,6
available,15
broads,1
shouldered,2
well-primed,1
chaos,12
pill-box,16
gasworks,8
transfixed,3
bees,32
compliment,5
chest,60
stoop,2
crossing,23
hay,45
reasonable,16
disease,5
drill,11
bony,13
jackets,6
hitch,3
choked,15
luath,5
spotty,6
coiled,8
decimal,37
project,8
shutting,14
beech-tree,4
decoration,14
spittle,1
litmus,21
¾,4
drifting,10
twenty-two,3
fellows,3
bearing,13
fordbridge,2
compartments,1
tossing,5
numbered,4
steinmark,22
earn,12
emanating,2
stormed,5
steepest,2
delicately,11
exciting,50
sash,3
embourg,1
stamp,16
blinded,8
penetrate,3
content,10
verses,7
angular,5
lumbered,3
wheelchair,9
adrian,5
misunderstanding,3
create,6
mutter,7
bombed,8
extension,1
gaping,5
squirmed,4
ink-stain,1
slaving,4
massive,16
recreation,2
54km,1
closet,3
jolted,6
hitler,14
nagel,8
sparse,1
steeply,7
hartridge,15
eased,6
labour,9
maze,5
household,12
rugby,15
meanwhile,24
proceed,2
sybil,10
centres,3
folds,8
recognisable,1
medicines,2
barriers,2
ireland,4
climate,1
scotland,14
tv,32
chicken,23
caution,4
extent,7
penetratingly,1
lout,14
nativity,3
every-which-way,1
theme,6
disco,11
loaf,22
bald,12
companions,16
gordon,26
tanks,5
bicker,1
cowering,3
longreen,11
steal,20
liebchen,7
unsettled,3
subjects,4
indoor,6
butlers,3
nests,15
grasp,21
thacker,44
doleful,1
knit,32
souls,9
grumbled,18
backsides,2
r.a.,1
kit,3
blown,11
porridge,23
badminton,7
astray,2
wreath,4
erupted,7
yard-high,1
harper,9
lasted,10
lick,7
acorn,3
quills,2
curt,3
rinsed,1
nodding,11
ashtrays,2
villages,13
activities,26
council,15
morraine,9
rooted,9
grandads,3
eyed,15
dome,4
luxembourg,12
"2,2",2
wayne,3
stern,12
overhanging,6
immature,2
twilight,7
0865,2
thankful,11
g.d.r,10
blunset,18
nape,6
fascism,5
paddled,2
spare,35
puke,1
handing,10
$12,3
blobs,1
shine,12
repeating,9
thigh-deep,2
jars,11
proximity,1
crocodile,6
wart,4
juts,1
diagonally,3
narcissus,13
engaged,8
30°,2
demeanour,1
assembled,7
tens,5
bodice,5
barrier,8
suitors,1
hare-woman,31
truths,1
phony,1
christians,19
moreover,7
flaming,11
bench,16
snarled,10
mysteriously,7
mick,2
beats,3
pummelled,2
dawkins,1
snuffed,1
lobe,2
angrily,49
eric,19
dripped,6
keppoch,3
kharina,1
rebuke,2
violinist,1
slumped,7
limbless,2
goal-post,1
scheming,4
t.,4
poultice,1
activates,1
huddled,14
competitor,1
rapped,11
devils,2
allow,24
symmetrical,3
elongated,2
packs,9
created,15
williams,5
elbow,27
scurried,12
racing,21
eyeballs,7
spoken,28
poison,14
blimmin',8
distorted,5
cocky,1
travels,10
nosers,1
gim,3
horseflesh,1
boss,9
stuffing,13
bared,7
deflating,1
ogre,4
catnaps,1
davies,1
fatale,1
unbelievable,7
acceptance,1
warily,6
faulty,1
adenoids,1
allowing,7
amuse,10
strongness,1
spoil,7
drawers,11
conscious,12
high-backed,2
tartan,2
pauses,1
scarlet,20
insignificant,7
⅔,4
earthquake,4
cab,8
choir,10
dilys,12
bc,3
devonshire,2
ghost-like,1
cancelled,3
ii,3
tsar,18
humble,5
apple-red,1
airy,2
june,8
dormouse,7
toxic,2
knowledge,28
double-quick,2
lovingly,4
worthless,4
mainland,12
contacted,3
half-sovereign,1
wriggling,9
taxi,25
dappled,2
moments,31
chimney,10
playgrounds,2
overgrown,9
heroic,4
emma,7
baillie,1
unexpected,27
reminding,12
unharmed,2
screwed,29
devon,5
lynde,15
joker,3
high-heels,3
geography,2
wince,2
⅓,9
secrecy,7
insult,13
strolled,5
battling,2
eiderdown,6
robbed,5
savagely,4
brown-paper,1
appealing,5
doc,3
symbolically,2
elderly,24
losing,26
hayloft,4
instant,25
breadwinner,1
ice,52
changes,17
manner,35
torches,3
expressions,15
cuthberts,3
earshot,5
charmed,2
unawares,1
encircling,3
milly,2
jelly,14
shortly,16
screen,42
spitting,8
sailed,19
genuine,8
slobbering,2
poverty-stricken,2
kentra,5
clyst,12
prefer,10
bid,11
the-cows,1
bower,12
tabby,12
promised,41
guiders,2
treasures,6
paradise,6
families,29
whoomph-whoomph,6
steamy,4
jurymen,1
stumbled,13
achieved,7
quieten,2
moisten,1
flank,6
openly,5
scullery,3
hurrying,19
drain,4
granny,32
stirred,13
jeans,16
rim,8
mist,22
hillock,3
inwards,5
chops,3
scarecrow,5
mp,1
hood,12
circular,7
underestimated,3
blanche,1
gretel,1
bolshie,1
dive,7
fatigue,8
agatha,6
whenever,29
slap,10
builder,8
vanish,5
submerged,2
swords,8
gruncher,27
shabby,12
desperation,6
becoming,25
gelling,1
disgusting,24
cathedral,7
anythin',5
lung,4
proceedings,3
pinehurst,11
fervently,3
toothbrushes,2
stage,37
coldness,8
murmurs,1
grrrr,1
arcs,1
indicating,13
throne,4
witness,13
reconcile,2
statue,12
bog,10
joliffe,2
favour,11
rowed,11
hum,5
valiant,1
trow,7
farmwife,3
seductive,2
violence,15
stiles,1
duster,5
o'brien,17
evident,5
blaming,5
buttons,15
fastest,9
soup,33
branches,52
half-past,4
eats,7
mimicking,2
tuck,6
ex-partner,1
shoved,12
bored,31
cleverly,1
presents,25
beech',1
frost,13
sun-wise,1
eagerly,24
wall-papers,1
paid,42
gentry,2
linby,10
frog-tongue,1
flush,8
rum,4
tappersdorf,3
allee,3
boggles,1
breasts,5
writer,8
precious,19
workmen,13
slave,45
boodle,2
inner,18
farmhouse,14
headache,15
shiver,8
pinboard,5
harmed,1
self-satisfaction,1
struldbrug,2
tolerate,2
mastered,4
brains,19
fiddle,4
café,8
unreeling,1
dorchester,3
cousin,17
vituperations,1
heedless,1
trailer,3
petticoat,7
baubles,2
audience,15
invisibility,5
peeped,5
fifth,9
straps,4
unbroken,2
inhaled,1
unter,4
ll,1
muddy,14
royd,8
fegel,5
nerves,10
scheme,6
chests,4
depths,6
olympic,6
roofs,8
gulping,5
gormless,3
panicked,6
drat,8
squeezed,26
absent-minded,1
fled,21
doubled,12
fund,6
hoomey.,1
glassy,2
galvanizing,1
injured,5
musketeers,4
political,5
shears,4
fleabitten,1
works,24
draped,8
heaved,26
handles,11
harnessed,1
germs,6
handful,22
cornwall,1
galleys,23
opportunity,19
foaming,4
half-asleep,1
hardware,2
biscuit,14
selfish,5
acid,7
tresses,1
sleepers,4
wages,14
naked,7
hunt,18
raiders,2
tablespoons,1
miniature,7
arrogance,1
transplanted,1
helps,10
wandered,24
next-door,6
temporary,8
craggy,2
north,44
spite,34
mountainside,1
reports,5
wheelmarks,1
itching-powder,2
crows,1
swap,6
tasks,10
cow-brown,1
sport,18
big-baby,1
nostrils,16
pub,14
thatch,3
quarter-bottle,1
gibberish,5
30–31,2
lately,9
acapulco,3
goldfish,4
bounded,15
undergrowth,13
vincent,2
tim,12
examinations,6
orphan,3
distress,6
defy,6
contrasting,1
m,25
onward,3
pebble,5
brigadier,4
rinse,6
ticking,3
forecourt,1
dentist,9
jewelled,6
slope,35
curved,15
henley,1
ware,2
merely,32
subdued,5
undoubtedly,2
post-and-wire,1
fuck,1
paranoid,4
photographic,1
shafts,3
social,20
shortest,4
arid,1
crude,8
smacked,6
stitching,4
spluttered,10
pure,19
mapped,2
stink-bomb,3
generations,3
hedgerows,4
raw,13
grovey,12
goose-pimples,2
rejoicing,2
dazzling,6
scaffolding,3
truce,3
tickets,8
formidable,10
experts,8
tree-stump,1
inland,6
weirdly,2
blinding,5
oriental,2
slowcoach,6
scissors,16
pegg,6
unwittingly,4
meself,7
tidal,4
animal,59
sherry,5
toasting,3
pants,6
passes,2
vomiting,1
seumas,14
effective,2
quarrelled,5
callers,1
dollars,5
cow,37
civilisation,1
snowy,8
flat-out,1
subsided,7
walks,9
countess,7
momentous,1
trinity,2
nowhere,35
jobs,30
"2,4,6,8,10",1
fraternizing,1
cassandra,1
meekness,1
patches,6
mounted,14
destroying,6
gaily,4
gawd,6
clapped,9
bridles,1
pastures,5
assured,12
wilson,5
brocade,4
lamented,1
-room,1
tolled,3
explore,21
beading,1
taut,3
sanctuary,4
aids,4
paigntons,2
glengarry,1
restraining,4
beardy,1
weeping,28
conveniently,4
twelve-times,1
lynn,2
lacy,5
resist,13
inadvertently,2
prizes,4
chattering,17
penetrating,4
glare,14
martindale,8
jet-handled,1
unfamiliar,9
2000,1
ofer,2
lada,5
33cm,1
prichard,1
coin,12
hemisphere,3
throbbed,1
diamond,7
eeting,1
rehousing,1
treacly,2
old-fashioned,22
stocky,9
originated,1
planned,23
telephone-box,3
dubious,3
cutters,8
vagabonds,1
brightened,7
arkwright,5
miserably,9
scarring,1
exceptional,3
prod,2
lied,18
loft,11
nevertheless,12
dosed,1
splashing,7
decorating,5
oar,4
stitched,2
evading,2
£3.00,1
repentance,3
mere,14
battlements,6
sneakers,3
swayed,5
concentration,17
scowling,15
hares,3
celebration,6
petite,1
capture,13
horn,13
tsars,1
cautions,2
gent,4
failures,3
half-closed,3
woodsmoke,1
evenly,5
sewed,4
plum,11
presence,25
goats,8
laughs,6
lineman,1
chaser,14
stays,9
fears,14
bubbly,1
trips,5
carriages,5
murky,6
regarding,7
varying,2
election,4
coronach,1
charge,38
mice,30
astonishingly,9
relaunch,1
cushion,11
blows,7
disagrees,1
nugget,2
mutton,18
ego,4
piffle,1
hc,18
flower-embroidered,1
pat,10
deathly,4
ink-pad,2
pretended,15
wrapping,5
retreat,8
hedges,22
efforts,8
blythe,8
reverence,3
athletics,3
trifle,6
ta,20
confounded,2
rome,5
cavilling,1
resentment,9
lepers,1
sympathy,14
clarity,4
scold,4
board,58
pasta,2
target,9
boasting,2
arch,10
yeh,25
damask,2
dun,1
rescuing,6
twigs,18
overjoyed,5
reminds,7
scarred,6
foster-brother,1
peas,13
spreads,2
an'all,1
symbols,13
wins,5
interest:queer,1
colossal,2
peek,5
aide,2
titan,1
controls,5
anchored,2
piper,3
loch,6
hoisted,8
108,2
horns,11
ascending,2
guided,5
mozambique,2
underwear,3
profit,6
doily,2
outcast,1
unscrewed,3
400,2
embroider,3
spiralling,1
initialled,1
rear,12
adjusting,1
bills,6
weakened,2
ginger,11
shorts,18
voukashan,8
improve,4
apologize,4
identical,7
pork,4
iceberg,5
condemnation,1
companies,5
suggesting,10
ssh,9
baddie,8
ministry,10
jet,8
roadway,3
stitch,10
farming,6
scout,1
visions,2
ironed,1
valleys,1
admired,12
alpine,2
wallet,11
apiece,1
scented,3
level,27
proclaimed,2
lookee,1
thread,24
bookcase,6
steam,21
reel,1
holly,13
equals,2
insects,15
hellish,2
slave-driving,2
vacantly,2
slanting,3
fingerprints,4
spices,7
massed,3
resignation,3
understandingly,1
robe,7
slot-machine,1
lurking,8
touches,3
spears,10
storms,1
gory,1
imaginable,3
illuminate,1
cockmasters,1
spending,9
nowt,15
cakes,27
contention,1
swooshing,4
mills,7
horizontally,4
loo,7
berserker,2
belted,6
doushan,8
thirstily,1
aimed,9
infinite,3
nag,6
cinder,6
toothpluckling,4
swooping,5
whip,14
prowling,1
whee,1
furious,30
behave,17
montserrat,2
chalk,28
ripping,9
graveyards,1
runs,16
vandal,3
filling,23
stinking,8
newcomer,3
necks,9
j.,5
moorhen,5
troubles,8
horrendous,3
overboard,3
apparition,8
clammy,3
vulpine,1
waterfront,5
limited,20
fortunately,9
reverentially,1
unseeingly,1
expelled,2
lipstick,11
dennis,3
positions,6
preferred,15
slumber,2
contraband,1
sweat-shirt,1
walpit,8
feelers,1
uruguay,3
jimmy,14
trouncing,2
macians,14
slap-up,1
casual,12
seek,9
generating,2
sway-backed,1
fork,30
occasionally,22
cell,4
peeling,8
sea-people,2
feature,3
miscellaneous,2
smacking,3
olives,2
circles,14
costly,2
remarkably,7
encouraging,12
saucy,3
soured,1
beings,11
haring,2
buttoned,6
satin,5
bizarre,8
lazed,1
rushes,7
stacked,13
successfully,3
driver,37
cackle,6
competitors,5
chalets,4
enthusiasm,20
fluttered,6
sick-room,1
rehearsal,1
pyramids,3
forty-eight,3
suspected,9
hardside,3
littered,4
puffed,16
grim-faced,2
divulge,1
majesty,14
downright,1
joining,20
puffin,1
madame,2
artist,6
eyebrows,34
anticipation,5
livid,4
sacking,3
experienced,7
spinning,9
wipe,23
carnations,1
disconnecting,1
window-pane,1
tilt,5
th'work,2
barbaric,2
leipzig,2
hans,22
bermuda,3
harmless,16
impersonate,1
succeed,6
films,16
brighter,9
crimson,19
roaring,9
narcissism,3
windowpanes,1
lens,3
mob,9
braces,5
motioned,5
good-bye,18
boisterously,1
backward,8
whitewash,2
drivers,11
stillness,4
wobbling,4
horde,3
katie,1
rhyme,9
raindrops,2
arthritis,5
whop,3
drainage,2
wine-filled,1
pigs,9
hearth,9
waterfalls,1
bracken,12
shrieked,18
january,17
shade,14
argument,12
shutters,7
jabbed,4
sudden-like,1
soviet,11
pringle,1
stalls,10
bandages,4
attendants,2
perplexed,2
bristled,2
modern,18
fearful,17
stops,17
knoll,13
outright,3
fading,10
wager,6
burrowed,3
punished,16
caption,3
scalp,9
twitch,10
revving,4
stems,9
hypnotic,2
intending,3
pumped,3
tropical,3
inactive,1
interiors,1
grass-snake,1
adjusted,7
unscrewing,2
puffy,6
relative,7
coll,7
chewing,20
excessive,4
pitying,2
gravity,6
soreness,1
was-flying,1
calloused,2
hurts,12
oswald,1
purposely,1
splashed,7
braver,4
crubach,8
tugged,26
knotted,13
jealousies,1
michael,29
encouraged,17
edward,16
speared,2
thermos,1
intensely,3
ex-wife,1
peigi,2
reckoned,15
exit,6
egress,1
feared,7
bolder,4
humour,17
shell-dust,1
refrigerators,1
regarded,6
hiking,1
feller,7
lambert,36
crash,21
windscreen,12
slaughterman,1
edged,10
bruises,8
amazingly,6
dabble,2
sinister,10
savaged,1
obtained,3
gobs,2
